Product Name	Associated Patent(s)	Table Number
XenonXP 1952	10289993; 10204252; 10171767; 10152664; 10133885; 10064005; 10043042; 10032056; 10002274; 10002272; 9959495; 9930142; 9892356; 9773142; 9767337; 9740904; 9652650; 9609241; 9582794; 9578269; 9576158; 9542584; 9519814; 9418270; 9412242; 9390596; 9323969; 9224025; 9195868; 9154927; 9104930; 8915444; 8914788; 8870074; 8794520; 8646694; 8646692; 8636212; 8636200; 8596542; 8583924; 8550357; 8511572; 8479992; 8442585; 8381984; 8376217; 8348167; 8345117; 8317105; 8302866; 8302865; 8297511; 8296754; 8292180; 8281993; 8162218; 8127992; 8104686; 8083148; 8025232; 7997489; 7992784; 7984855; 7980471; 7967205; 7950583; 7946493; 7934660; 7926721; 7922089; 7922088; 7883013; 7874485; 7852519; 7845561; 7841533; 7784696; 7770799; 7740176; 7712666; 7699227; 7654461; 7637432; 7637430; 7600687; 7575167; 7568628; 7546951; 7527206; 7484666; 7416125; 7331523; 7296749	1
XPO™	8784096	1
XYR 6000 Temperature Transmitters	10444082	1
XYR6000 FIELD INSTRUMENTS	10015826; 9405285; 9065813; 8273471; 7965182; 7595763	1
YJ3300	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8302866; 8302865; 7926721; 7852519	1
YJ5800	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8302866; 8302865; 7926721; 7852519	1
YJ5900	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8678285; 8636200; 8583924; 8302866; 8302865; 7926721; 7852519	1
YJ-HF500	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8678285; 8636200; 8583924; 8302866; 8302865; 7926721; 7852519	1
YJ-HF550	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8678285; 8636200; 8583924; 8302866; 8302865; 7926721; 7852519	1
YJ-HF560	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8678285; 8636200; 8583924; 8302866; 8302865; 7926721; 7852519	1
YJ-HF600	11763112; 11042793; 10289993; 10064005; 9959495; 9582794; 9519814; 9323969; 9154927; 8794520; 8678285; 8636200; 8583924; 8302866; 8302865; 7926721; 7852519	1
YJ-HF800	11763112; 11042793; 10289993; 10152664; 10133885; 10064005; 9959495; 9892356; 9767337; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8348167; 8302866; 8302865; 8025232; 7984855; 7926721; 7852519; 7784696; 7740176	1
YJ-HH360	11763112; 11042793; 10289993; 10152664; 10133885; 10064005; 9959495; 9892356; 9767337; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8348167; 8302866; 8302865; 8025232; 7984855; 7926721; 7852519; 7784696; 7740176	1
YJ-HH390	11763112; 11042793; 10289993; 10152664; 10133885; 10064005; 9959495; 9892356; 9767337; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8348167; 8302866; 8302865; 8025232; 7984855; 7926721; 7852519; 7784696; 7740176	1
YJ-HH480	11763112; 11042793; 10289993; 10152664; 10133885; 10064005; 9959495; 9892356; 9767337; 9582794; 9519814; 9323969; 9154927; 8794520; 8636200; 8583924; 8550357; 8442585; 8348167; 8302866; 8302865; 8025232; 7984855; 7926721; 7852519; 7784696; 7740176	1
Youjie ZL2200	11763112	1
ZM Series Switches	10236137	1
ZS Series Proximity Sensor	8619435	1
ZSim2	10044880	1
265-INNcontrol 3 Software	9282466; 9426674; 10346583; 8849965; 8429566; 9967281; 11263711; 7643908; 10288651; 11402113; 10348773; 10297124	2
4 / 8 Channel LCM	8255896; 9934672	2
563 / 564 Guest Annunciation Devices	8429566; 9768599; 9615429; 9848480; 8364319; 8368310; 7821160; 7906873; 8610570; 8772982; 8184004; 11394185; 10181708; 10608421; 10225913; 10524338	2
7100 Series fire alarm control panel	9880214; 7242292; 9633554; 8842747; 6927394; 8255896; 7760081; 10318070; 7602304; 9934672	2
963 Supervisor - Control Station Software Upgrade	9223839; 10209689	2
Accel II Airflow Control Valves - Peerless Airflow Control	9772042	2
Access Control (Niagara Enterprise Security)	10831867	2
Access Control Proximity Readers	8941464; 8232860; 9342223; 10613728	2
Accessories (Standard-Loudspeaker)	10884040; 8255896; 9934672	2
ADPRO	9786276; 8823508; 9894261; 9661010; 10038872; 7801328; 10867493; 8542981; 10362273; 9344684; 9412245; 9251633; 9208156; 8878931; 8787725; 10984650; 8538232; 9928707; 9984559; 10148914; 8295541; 10510239; 11138439; 10241640; 9172918; 11150778; 7756415; 10558787; 10127452; 9077882	2
Advanced RTU Controls	10063433	2
Advanced Visual Docking and Guidance System	9251121; 10755588; 11538349	2
Agile Wireless Fire Detection	9613464; 9658290; 9264161; 9743372; 11012308; 10523510	2
Alarm Management Server	7720257; 7881537; 7760908; 7200246; 7773771; 8054881; 8929588; 7620207; 8358805; 7796029; 8648718; 8467570; 7394916; 9077882; 8558892; 10127452	2
Alert Beacons (Public Address/Notification Mass Notification Systems)	6998960; 7330125; 9860723; 9704375	2
Alerton Integration Engine	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
Analogue Addressable (1-6 Loop) Fire System	10580285; 10761696	2
Annunciators Communicators	9412247; 9704375	2
Approach Lights	9212953	2
Ascent Compass 1 Software	10222767; 10031494; 9582930; 10146199; 9920944; 9026253; 8532794; 10162344; 8862532; 8195309; 10409243; 11263827; 8199005; 10049504; 10613491; 10769863; 10955801; 9213539	2
Ascent Control Module (ACM)	9582930; 10146199; 9920944; 9026253; 10162344; 8862532; 8195309; 11263827; 8199005; 10049504; 10613491; 10769863; 9213539; 9509656; 10162344; 8965994; 8560095	2
Aspirating Smoke Detectors	11610472; 10677705; 10619849; 9959726; 9791354; 9373238; 7493816; 7669457; 8289177; 8542115; 10169982; 9269248	2
Attune Advisory Services	7468970	2
Audible Visual (AV) Notification	9860723; 9704375; 6998960; 7330125	2
AX3-PPC Programmable Plant Controller	7567859; 10187222; 9984179; 9760100; 8487930; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8890675	2
AZW-5000 Wireless Transceiver	9509656; 10162344; 8965994; 8195309; 8199005; 8560095; 10613491; 9213539	2
B564 Hallway Controller	9282466; 8429566; 10884040; 7904631; 8354914; 7142112; 7061393	2
B574 Edge Router	8429566; 9768599; 9967281; 11263711; 7822349; 11394185; 10181708; 10608421; 10348773	2
B576 Floor Bridge	8429566; 9768599; 9967281; 11263711; 7822349; 11394185; 10181708; 10608421; 10348773	2
BACnet Fixed Function Thermostat	6826920; 6843068; 6996999; 9939824; 10539718; 10436633	2
BACnet-Compliant Field Contoller	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
BACtalk Field Controller	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
BACtalk Field-Level Gateway for Modbus	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
BACtalk VAViH-SD Controller	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
Ball Camera	10298884; 8150202; 9591230	2
Basic Elements Switches	8429566; 10481045; 9768599; 9615429; 9848480; 8354914; 8364319; 8368310; 7821160; 7906873; 8610570; 8772982; 8184004; 10697660; 11394185; 10181708; 10982872; 10608421; 10225913; 10524338	2
Basic Power Controller with Ethernet	10884040	2
BattenFit Sensor - IP65	8255896; 9934672	2
BCM-ETH	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
BCM-FPCS	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
BCM-HOTEL	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
BCM-MDBS	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
BCM-MDM	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
BCM-MS/TP	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
BCM-PWS	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
BCM-TUX	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
BCM-WEB	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
Beats IO Module	11183788; 11567467	2
Blenze Plus Switches - Regular & Antibac	9768599; 9615429; 9848480; 8364319; 8368310; 7821160; 7906873; 8610570; 8772982; 8184004; 11394185; 10181708; 10608421; 10225913; 10524338	2
Building Manager	9239718; 9389850; 9763112; 8818765; 9760067; 10524138; 10541556; 8037354; 9971977; 8359484; 9529349; 8375402; 10976898; 11360498; 8819562; 10565532; 10289086; 9852387; 9904296	2
Bullet Camera	10298884; 8150202; 9591230; 11062579	2
C7232B Duct Mount CO2 Sensor	8066558; 10018370; 9500382	2
C7250 Mixed/Outdoor Air Temperature Sensor	8973535; 7922155; 8066558; 10018370; 9500382	2
C7400S Enthalpy Sensor	8973535; 7922155; 8066558; 10018370; 9500382	2
C7600B Solid State Humidity Sensor	6843068; 6996999	2
CC Debugger	8429566	2
Ceiling PIR Motion Sensor	7804403; 9342223; 10613728	2
Celeris (Valve Controllers)	6457437; 6790136; 6609967	2
Chime/Strobes	9940824; 7183483; 9704375; 11011030; 7053766; 7580234; 7218205	2
CHM-S Door Chime	9282466; 8429566; 10884040; 7904631; 8354914; 7142112; 7061393	2
CIPer Model 10 Controller	9625171; 7074054; 9740181; 9645563; 9305136; 8738793; 8793668; 8532797; 10544951	2
CIPer Model 30 HVAC Controller	10200203; 9945572; 10061274; 9625171; 7074054; 9489646; 9740181; 9645563; 9305136; 9244450; 8738793; 8640120; 8793668; 8532797; 9152153; 11199827; 11108649; 8443110; 8571832; 11125458; 11085659; 7963454; 8239922; 7702421; 10900683; 8955344; 10652034; 10544951; 10437207; 10216158; 10558182; 8532962; 12001179	2
CIPer Model 50 Plant Controller	8487930; 9625171; 7074054; 9489646; 9740181; 9645563; 9305136; 9244450; 8738793; 8640120; 8793668; 8532797; 8443110; 8571832; 10544951; 8532962	2
Citric - Switches	9768599; 9615429; 9848480; 8364319; 8368310; 7821160; 7906873; 8610570; 8772982; 8184004; 11394185; 11404229; 10181708; 10608421; 10225913; 10524338	2
CLB6438S Lighting Stryker	9386665; 10334700; 9936565	2
CLMERxxx and PCD7.LRxx-P5 Accessories	11579578	2
ComfortPoint Open - CPO-PC-6A Plant Controller - Native BACnet	6832134; 9939168; 8174962; 9038897; 7844764; 7774648; 10255212; 10069645; 10540503; 9441848; 11243005; 10356929; 11327453; 11086664; 10514677; 10677485; 10359745; 10691093; 10310463; 10631428	2
ComfortPoint Open Compact VAV Controller	6832134; 9939168; 8174962; 9038897; 7844764; 11199827; 7774648; 7653459; 10255212; 10069645; 10540503; 9441848; 11243005; 11086664; 10514677; 10677485; 10359745; 10691093; 10310463	2
ComfortPointOpen (CPO) ICS App	11526976	2
Command and Control Suite	11423194; 11216811; 11410533	2
Commercial Thermostat VisionPRO 8000	9939824	2
CommercialPRO 7000 Thermostat	9939824	2
Communicators (Farenhyt)	9704375	2
Communicators (Silent Knight)	6998960; 9704375	2
Compass 2 Software	9582930; 10146199; 9509656; 9920944; 9026253; 10162344; 8862532; 8965994; 8195309; 11263827; 8560095; 10049504; 10613491; 10769863; 9213539	2
Connected Life Safety Services (CLSS)	11610471; 11150889; 11335176; 8904497	2
Connected Power Socket	11569621	2
Constant Current Regulator (CCR)	10485064; 10244594	2
Control Dampers	8364318	2
Conventional and releasing fire alarm control panel	8255896; 9934672	2
Conventional Duct Smoke Detector	7322827; 7834755; 7703344; 10267711; 10619849	2
Conventional Smoke Detector	8847773; 8354935; 8543340; 10619849; 6840084; 9596642; 8497904; 8704670; 8085157; 8253574	2
Conventional Voice Alarm Systems	9953518	2
CP-IPC & CP-Core - Native BACnet IP Plant Controller	6832134; 9939168; 8174962; 9038897; 7844764; 7774648; 10255212; 10069645; 10540503; 9441848; 11243005; 11086664; 10514677; 10677485; 10359745; 10691093; 10310463	2
CPO-IO830A Mixed I/O Module	6832134; 9939168; 8174962; 9038897; 7844764; 7774648; 10255212; 10069645; 10540503; 9441848; 11243005; 11086664; 10514677; 10677485; 10359745; 10691093; 10310463	2
CPO-Room Controller (CPO-Rxx family) - BACnet, BTL listed, (B-AAC)	6832134; 9939168; 8174962; 9038897; 7844764; 7774648; 10255212; 10069645; 10540503; 9441848; 11243005; 11086664; 10514677; 10677485; 10359745; 10691093; 10310463	2
CP-VAV and CP-SPC Unitary Controllers	9976763; 6832134; 9939168; 8174962; 9038897; 7844764; 11175640; 11199827; 10767880; 7774648; 10255212; 10069645; 10540503; 9441848; 11243005; 11086664; 10514677; 10677485; 10359745; 10691093; 10310463	2
CTP Series Current Transmitters	9529021; 9488699	2
Current Sensor	9529021; 9488699	2
D1 Airfoil Extremely Low Leakage Volume Control Damper	8364318	2
D2 Ultra-Low Leakage Volume Control Damper	8364318	2
D254.DIN Load Center Dimmer	8429566; 8368310; 8076862	2
D3 Low Leakage Volume Control Damper	8364318	2
D690 Round Damper	8364318	2
Damper Motor	6954044; 6940241; 7265512; 7106020; 7898147; 7021072; 6369540; 9106171; 8972064; 9041319; 8749182; 10113762; 8588983; 6578686; 6558261; 6822409; 6593716; 8760103; 10920814; 7446494; 10054166; 10288122	2
Designer Series Switches	8429566; 9768599; 9615429; 9848480; 8364319; 8368310; 7821160; 7906873; 8610570; 8772982; 8184004; 11394185; 10181708; 10608421; 10225913	2
Digital I/O Controller - CPO-DIO - DIN-rail or wall mount	6832134; 9939168; 8174962; 9038897; 7844764; 7774648; 10255212; 10069645; 10540503; 9441848; 11243005; 11086664; 10514677; 10677485; 10359745; 10691093; 10310463	2
Digital Video Manager (DVM) R620	10523903; 11523088; 8957967; 8830327; 8346056; 11574393; 10311305	2
DM7600 Series Dampers	8364318	2
Dome Cameras	10298884; 8150202; 9591230; 7630620	2
DVC Series Digital Voice Command	9261371; 9319533; 7791496	2
DX Series Fire Alarm Control Panel	7372369; 9633554; 6927394; 8255896; 7760081; 10761696; 9934672; 9905115	2
E3 Series Classic Emergency Voice Evacuation System	9261371; 7330125; 7629894; 9107034; 8229131	2
E3 Series Fire Alarm Control Panel	9880214; 7242292; 9633554; 8842747; 6927394; 8255896; 7760081; 10318070; 7602304; 9934672	2
EagleAX Plant controller with 26 I/O poi	8487930; 9489646; 9244450; 8738793; 8640120; 8532797; 8443110; 8571832; 8352047; 8532962	2
Economizer Damper Actuators	6954044; 6940241; 7265512; 7106020; 7898147; 7021072; 6369540; 9106171; 8972064; 9041319; 8749182; 10113762; 8588983; 6578686; 6558261; 6822409; 6593716; 8760103; 10920814; 7446494; 10054166; 10288122; 7557549	2
Elements Thermostat	8429566; 10481045; 9768599; 8354914; 8364319; 7821160; 7906873; 8772982; 10697660; 11394185; 10181708; 10982872; 10608421	2
Emergency Assist Alarm Stand Alone Kit	6998960	2
Emergency Lighting Systems	8253583; 11011030	2
Emergency Voice Communication System	6998960; 9704375; 8229131; 8411875	2
Emergency Voice Communications System Compact 9	6998960; 9704375; 8229131; 8411875	2
E-Mon Energy Software	10884040	2
E-Mon Start-up Service	10884040	2
E-Mon Submeters	8799205; 10884040	2
Energy Manager	10152074; 10101048; 8600571	2
Enscape Conventional Audible & Visual Alarm Device	8103007; 7501935; 8411875	2
Enterprise Buildings Integrator (EBI)	9342928; 9727667; 9263032; 8001070; 9170574; 10417352; 10248146; 10445933; 10854013; 11270574; 9661010; 9594929; 9251633; 9208156; 8112722; 8078146; 10795348; 10339736; 7756415; 11181290; 8565902; 9075863; 11556115; 11328574; 11556120; 10412849; 9740188	2
Enterprise NVR Series SAS RAID Storage	9786276; 8823508; 9894261; 9661010; 7801328; 10867493; 8542981; 10362273; 9344684; 9412245; 9251633; 9208156; 8878931; 8787725; 10984650; 8538232; 10510239; 10241640; 9172918; 7756415	2
Enterprise NVR Series Servers	9786276; 8823508; 9894261; 9661010; 7801328; 10867493; 8542981; 10362273; 9344684; 9412245; 8230349; 9251633; 9208156; 8878931; 8787725; 10984650; 8538232; 10510239; 8351766; 10404672; 8576282; 10241640; 10116904; 10938795; 10721473; 9172918; 7756415	2
Enterprise NVR Series Software	9786276; 8823508; 9894261; 9661010; 7801328; 10867493; 8542981; 10362273; 9344684; 9412245; 9251633; 9208156; 8878931; 8787725; 10984650; 8538232; 10510239; 10241640; 9172918; 7756415	2
Enterprise NVR Series Workstations	9786276; 8823508; 9894261; 9661010; 7801328; 10867493; 8542981; 10362273; 9344684; 9412245; 9251633; 9208156; 8878931; 8787725; 10984650; 8538232; 10510239; 10241640; 9172918; 7756415	2
Enterprise NVR Storage Unit	9786276; 8823508; 9894261; 9661010; 7801328; 10867493; 7613360; 8542981; 10362273; 9344684; 9412245; 9251633; 9208156; 8878931; 8787725; 8797404; 10984650; 8538232; 10510239; 8488001; 10241640; 9172918; 7756415	2
Equip-series	8150202	2
ES Line, Compact, FlexES Control	7705863; 7728853; 6927394; 7760081; 10269236; 8830193	2
ES Line/Conventional	6927394; 8255896; 7760081; 9934672	2
ES Series Addressable Fire Alarm Control Panel	10951696; 9633554; 6927394; 8255896; 7760081; 10761696; 9934672; 10863143	2
ES1 - Key	8429566	2
E-Series Smart Digital Thermostats	8429566; 10481045; 9768599; 8354914; 8364319; 7821160; 7906873; 8772982; 10697660; 11394185; 10181708; 10982872; 10608421	2
E-Series Wireless Battery Operated Thermostats	8429566; 10481045; 9768599; 8354914; 8364319; 7821160; 7906873; 8772982; 10697660; 11394185; 10181708; 10982872; 10608421	2
Esser Remote Indicators	8253583	2
eVance Services	10970643	2
EVCS 4-Way Splitter Unit	10094584; 6998960	2
EVCS Handset & Wall Jack Plate	6998960	2
Evora Light Switch Series	8429566; 10481045; 9768599; 9615429; 9848480; 8354914; 8364319; 8368310; 7821160; 7906873; 8610570; 8772982; 8184004; 10697660; 11394185; 10181708; 10982872; 10608421; 10225913; 10524338	2
Expansion I/O- CP-EXPIO - DIN-rail or wall mount	6832134; 9939168; 8174962; 9038897; 7844764; 11175640; 11199827; 7774648; 10255212; 10069645; 10540503; 9441848; 11243005; 11086664; 10514677; 10677485; 10359745; 10691093; 10310463	2
Extinguishing Control Repeater Panel	6927394; 7760081	2
Extinguishing System 8010 - Wall Mounting	6927394; 7760081	2
Extron Media Control Module	9693327; 10412783; 9380638; 9386552; 11032874; 9306857; 10050883	2
FAAST 8100E Aspirating Smoke Detector	9959726; 9791354; 9373238; 7493816; 7669457; 8289177; 11543057; 8542115; 10619849; 10169982; 9269248	2
FAAST Aspirating Fire Detector	11543057	2
FAAST Aspiration Smoke Detectors	11610472; 10677705; 11543057; 10619849; 9959726; 9791354; 9373238; 7493816; 7669457; 8289177; 8542115; 10169982; 9269248	2
FAAST LT-200 Aspirating Smoke Detector	9959726; 9791354; 9824564; 9459243; 9373238; 7493816; 7669457; 8289177; 11543057; 8542115; 10619849; 10169982; 10942021; 9269248	2
FAAST Series Aspiration Smoke Detectors	9959726; 9791354; 11610472; 9373238; 7493816; 7669457; 8289177; 11543057; 8542115; 10619849; 10169982; 9269248; 11605916	2
FAAST XS Aspirating Smoke Detectors	9959726; 9791354; 9373238; 7493816; 7669457; 8289177; 11543057; 8542115; 10619849; 10169982; 9269248	2
Fan Coil and Zone Valves	6694927	2
Farenhyt ECS (Emergency Communications System)	7330125; 9860723; 9704375	2
FARENHYT SERIES IDP-FIRE-CO	8186201; 9202359; 6953936; 8249811; 8847773; 8354935; 6927394; 8248253; 8543340; 10619849	2
Fire Alarm Peripheral Devices/Intelligent Devices	7061392; 8186201; 8085157; 8624745; 8847773; 8354935; 8543340; 6840084	2
Fire-Lite addressable control panels	10580285; 9633554; 6927394; 8255896; 7760081; 10761696; 9934672	2
Fire-Lite conventional control panels	10580285; 6927394; 8255896; 7760081; 9934672	2
Fire-Lite HPF-PS-10 & HPF-PS-10 Remote Power Supply	11605277	2
FireVac IV Voice Evacuation Systems	9261371; 7330125; 7629894; 9107034; 8229131	2
FIREWARDEN Series Fire Alarm Control Panels	8255896; 10761696; 9934672	2
FIREWARDEN Series Fire Alarm Peripheral Devices/Intelligent Devices	8186201	2
First Command Voice Communication Systems	7791496	2
Fixed Temperature Thermal Detector	8103007; 7501935; 10619849; 8411875	2
Flex Series Fire Alarm Control Panels	6927394; 8255896; 7760081; 9934672	2
FlexES Control/Intelligent Addressable Fire Alarm Panels	6927394; 8255896; 7760081; 9934672	2
Freeze Stat	7784705	2
Fume Hood Display	6960126; 6935943; 6914532	2
